Dimension,Time,Rank,Inlcuded,Actual Time
Winter,22,,0,22
Bushes,22,,0,22
Cabin,22,,0,22
Clouds,22,,0,22
Conifer,22,,1,22
Cumulus,22,,0,22
Deciduous,22,,0,22
Framed,22,,0,22
Grass,22,,1,22
Lake,22,,0,22
Mountains,22,,0,22
Mountain,22,,0,22
River,22,,1,22
Rocks,22,,0,22
Snow,22,,0,22
Trees,22,,1,22
Tree,22,,1,22
Winter,22,,0,22
Bushes,23,,0,23
Cabin,23,,1,23
Clouds,23,,0,23
Conifer,23,,1,23
Cumulus,23,,0,23
Deciduous,23,,1,23
Framed,23,,0,23
Grass,23,,0,23
Lake,23,,0,23
Mountains,23,,0,23
Mountain,23,,0,23
River,23,,0,23
Rocks,23,,0,23
Snow,23,,1,23
Trees,23,,1,23
Tree,23,,1,23
Winter,23,,1,23
Bushes,23,,1,23
Cabin,23,,0,23
Clouds,23,,0,23
Conifer,23,,0,23
Cumulus,23,,0,23
Deciduous,23,,1,23
Framed,23,,0,23
Grass,23,,1,23
Lake,23,,0,23
Mountains,23,,0,23
Mountain,23,,0,23
River,23,,0,23
Rocks,23,,0,23
Snow,23,,0,23
Trees,23,,1,23
Tree,23,,1,23
Winter,23,,0,23
Bushes,23,,0,23
Cabin,23,,0,23
Clouds,23,,1,23
Conifer,23,,1,23
Cumulus,23,,1,23
Deciduous,23,,0,23
Framed,23,,0,23
Grass,23,,1,23
Lake,23,,1,23
Mountains,23,,1,23
Mountain,23,,1,23
River,23,,0,23
Rocks,23,,0,23
Snow,23,,0,23
Trees,23,,0,23
Tree,23,,1,23
Winter,23,,0,23
Bushes,23,,0,23
Cabin,23,,0,23
Clouds,23,,1,23
Conifer,23,,0,23
Cumulus,23,,0,23
Deciduous,23,,1,23
Framed,23,,1,23
Grass,23,,0,23
Lake,23,,0,23
Mountains,23,,0,23
Mountain,23,,0,23
River,23,,1,23
Rocks,23,,0,23
Snow,23,,1,23
Trees,23,,1,23
Tree,23,,1,23
Winter,23,,0,23
Bushes,23,,1,23
Cabin,23,,0,23
Clouds,23,,0,23
Conifer,23,,1,23
Cumulus,23,,0,23
Deciduous,23,,1,23
Framed,23,,0,23
Grass,23,,0,23
Lake,23,,1,23
Mountains,23,,0,23
Mountain,23,,0,23
River,23,,0,23
Rocks,23,,1,23
Snow,23,,0,23
Trees,23,,1,23
Tree,23,,1,23
Winter,23,,0,23
Bushes,23,,0,23
Cabin,23,,0,23
Clouds,23,,0,23
Conifer,23,,0,23
Cumulus,23,,0,23
Deciduous,23,,1,23
Framed,23,,0,23
Grass,23,,1,23
Lake,23,,0,23
Mountains,23,,0,23
Mountain,23,,0,23
River,23,,1,23
Rocks,23,,0,23
Snow,23,,0,23
Trees,23,,1,23
Tree,23,,1,23
Winter,23,,0,23
Bushes,23,,1,23
Cabin,23,,0,23
Clouds,23,,0,23
Conifer,23,,1,23
Cumulus,23,,0,23
Deciduous,23,,1,23
Framed,23,,0,23
Grass,23,,0,23
Lake,23,,1,23
Mountains,23,,0,23
Mountain,23,,0,23
River,23,,0,23
Rocks,23,,0,23
Snow,23,,0,23
Trees,23,,1,23
Tree,23,,1,23
Winter,23,,0,23
Bushes,23,,0,23
Cabin,23,,0,23
Clouds,23,,0,23
Conifer,23,,1,23
Cumulus,23,,0,23
Deciduous,23,,0,23
Framed,23,,0,23
Grass,23,,1,23
Lake,23,,0,23
Mountains,23,,0,23
Mountain,23,,1,23
River,23,,1,23
Rocks,23,,1,23
Snow,23,,0,23
Trees,23,,0,23
Tree,23,,1,23
Winter,23,,0,23
Bushes,23,,1,23
Cabin,23,,1,23
Clouds,23,,0,23
Conifer,23,,0,23
Cumulus,23,,0,23
Deciduous,23,,1,23
Framed,23,,1,23
Grass,23,,1,23
Lake,23,,0,23
Mountains,23,,0,23
Mountain,23,,0,23
River,23,,1,23
Rocks,23,,0,23
Snow,23,,0,23
Trees,23,,1,23
Tree,23,,1,23
Winter,23,,0,23
Bushes,23,,0,23
Cabin,23,,0,23
Clouds,23,,0,23
Conifer,23,,1,23
Cumulus,23,,0,23
Deciduous,23,,1,23
Framed,23,,0,23
Grass,23,,1,23
Lake,23,,0,23
Mountains,23,,0,23
Mountain,23,,1,23
River,23,,1,23
Rocks,23,,0,23
Snow,23,,0,23
Trees,23,,1,23
Tree,23,,1,23
Winter,23,,0,23
Bushes,23,,0,23
Cabin,23,,1,23
Clouds,23,,0,23
Conifer,23,,1,23
Cumulus,23,,0,23
Deciduous,23,,1,23
Framed,23,,0,23
Grass,23,,0,23
Lake,23,,1,23
Mountains,23,,0,23
Mountain,23,,0,23
River,23,,0,23
Rocks,23,,0,23
Snow,23,,1,23
Trees,23,,1,23
Tree,23,,1,23
Winter,23,,1,23
Bushes,23,,0,23
Cabin,23,,0,23
Clouds,23,,1,23
Conifer,23,,0,23
Cumulus,23,,0,23
Deciduous,23,,0,23
Framed,23,,0,23
Grass,23,,0,23
Lake,23,,0,23
Mountains,23,,0,23
Mountain,23,,0,23
River,23,,0,23
Rocks,23,,1,23
Snow,23,,0,23
Trees,23,,0,23
Tree,23,,0,23
Winter,23,,0,23
Bushes,23,,1,23
Cabin,23,,0,23
Clouds,23,,0,23
Conifer,23,,0,23
Cumulus,23,,0,23
Deciduous,23,,1,23
Framed,23,,1,23
Grass,23,,0,23
Lake,23,,1,23
Mountains,23,,1,23
Mountain,23,,1,23
River,23,,0,23
Rocks,23,,0,23
Snow,23,,1,23
Trees,23,,0,23
Tree,23,,1,23
Winter,23,,1,23
Bushes,24,,1,24
Cabin,24,,0,24
Clouds,24,,0,24
Conifer,24,,1,24
Cumulus,24,,0,24
Deciduous,24,,0,24
Framed,24,,0,24
Grass,24,,0,24
Lake,24,,0,24
Mountains,24,,0,24
Mountain,24,,1,24
River,24,,1,24
Rocks,24,,0,24
Snow,24,,0,24
Trees,24,,1,24
Tree,24,,1,24
Winter,24,,0,24
Bushes,24,,0,24
Cabin,24,,0,24
Clouds,24,,0,24
Conifer,24,,0,24
Cumulus,24,,0,24
Deciduous,24,,1,24
Framed,24,,0,24
Grass,24,,0,24
Lake,24,,1,24
Mountains,24,,0,24
Mountain,24,,0,24
River,24,,0,24
Rocks,24,,0,24
Snow,24,,0,24
Trees,24,,1,24
Tree,24,,1,24
Winter,24,,0,24
Bushes,24,,0,24
Cabin,24,,1,24
Clouds,24,,0,24
Conifer,24,,0,24
Cumulus,24,,0,24
Deciduous,24,,1,24
Framed,24,,0,24
Grass,24,,0,24
Lake,24,,0,24
Mountains,24,,0,24
Mountain,24,,1,24
River,24,,0,24
Rocks,24,,0,24
Snow,24,,1,24
Trees,24,,1,24
Tree,24,,1,24
Winter,24,,1,24
Bushes,24,,0,24
Cabin,24,,1,24
Clouds,24,,0,24
Conifer,24,,1,24
Cumulus,24,,0,24
Deciduous,24,,1,24
Framed,24,,1,24
Grass,24,,1,24
Lake,24,,0,24
Mountains,24,,0,24
Mountain,24,,0,24
River,24,,0,24
Rocks,24,,0,24
Snow,24,,0,24
Trees,24,,1,24
Tree,24,,1,24
Winter,24,,0,24
Bushes,24,,0,24
Cabin,24,,0,24
Clouds,24,,1,24
Conifer,24,,1,24
Cumulus,24,,0,24
Deciduous,24,,1,24
Framed,24,,0,24
Grass,24,,1,24
Lake,24,,0,24
Mountains,24,,0,24
Mountain,24,,1,24
River,24,,1,24
Rocks,24,,1,24
Snow,24,,0,24
Trees,24,,1,24
Tree,24,,1,24
Winter,24,,0,24
Bushes,24,,0,24
Cabin,24,,0,24
Clouds,24,,1,24
Conifer,24,,1,24
Cumulus,24,,0,24
Deciduous,24,,0,24
Framed,24,,0,24
Grass,24,,0,24
Lake,24,,1,24
Mountains,24,,1,24
Mountain,24,,1,24
River,24,,0,24
Rocks,24,,1,24
Snow,24,,0,24
Trees,24,,1,24
Tree,24,,1,24
Winter,24,,0,24
Bushes,24,,1,24
Cabin,24,,0,24
Clouds,24,,0,24
Conifer,24,,0,24
Cumulus,24,,0,24
Deciduous,24,,1,24
Framed,24,,0,24
Grass,24,,0,24
Lake,24,,0,24
Mountains,24,,0,24
Mountain,24,,0,24
River,24,,0,24
Rocks,24,,0,24
Snow,24,,0,24
Trees,24,,1,24
Tree,24,,1,24
Winter,24,,0,24
Bushes,24,,0,24
Cabin,24,,0,24
Clouds,24,,0,24
Conifer,24,,0,24
Cumulus,24,,0,24
Deciduous,24,,1,24
Framed,24,,0,24
Grass,24,,0,24
Lake,24,,0,24
Mountains,24,,0,24
Mountain,24,,0,24
River,24,,1,24
Rocks,24,,1,24
Snow,24,,0,24
Trees,24,,1,24
Tree,24,,1,24
Winter,24,,0,24
Bushes,24,,0,24
Cabin,24,,0,24
Clouds,24,,0,24
Conifer,24,,1,24
Cumulus,24,,0,24
Deciduous,24,,1,24
Framed,24,,1,24
Grass,24,,0,24
Lake,24,,1,24
Mountains,24,,0,24
Mountain,24,,0,24
River,24,,0,24
Rocks,24,,0,24
Snow,24,,1,24
Trees,24,,1,24
Tree,24,,1,24
Winter,24,,1,24
Bushes,24,,0,24
Cabin,24,,0,24
Clouds,24,,1,24
Conifer,24,,0,24
Cumulus,24,,0,24
Deciduous,24,,0,24
Framed,24,,1,24
Grass,24,,1,24
Lake,24,,0,24
Mountains,24,,0,24
Mountain,24,,0,24
River,24,,0,24
Rocks,24,,0,24
Snow,24,,0,24
Trees,24,,0,24
Tree,24,,0,24
Winter,24,,0,24
Bushes,24,,1,24
Cabin,24,,0,24
Clouds,24,,0,24
Conifer,24,,1,24
Cumulus,24,,0,24
Deciduous,24,,0,24
Framed,24,,0,24
Grass,24,,0,24
Lake,24,,1,24
Mountains,24,,1,24
Mountain,24,,1,24
River,24,,0,24
Rocks,24,,0,24
Snow,24,,1,24
Trees,24,,1,24
Tree,24,,1,24
Winter,24,,1,24
Bushes,24,,0,24
Cabin,24,,0,24
Clouds,24,,0,24
Conifer,24,,1,24
Cumulus,24,,0,24
Deciduous,24,,1,24
Framed,24,,0,24
Grass,24,,1,24
Lake,24,,0,24
Mountains,24,,0,24
Mountain,24,,0,24
River,24,,1,24
Rocks,24,,1,24
Snow,24,,0,24
Trees,24,,1,24
Tree,24,,1,24
Winter,24,,0,24
Bushes,24,,0,24
Cabin,24,,1,24
Clouds,24,,1,24
Conifer,24,,1,24
Cumulus,24,,0,24
Deciduous,24,,1,24
Framed,24,,0,24
Grass,24,,0,24
Lake,24,,0,24
Mountains,24,,0,24
Mountain,24,,0,24
River,24,,0,24
Rocks,24,,0,24
Snow,24,,1,24
Trees,24,,1,24
Tree,24,,1,24
Winter,24,,1,24
Bushes,25,,1,25
Cabin,25,,0,25
Clouds,25,,0,25
Conifer,25,,1,25
Cumulus,25,,0,25
Deciduous,25,,0,25
Framed,25,,0,25
Grass,25,,0,25
Lake,25,,1,25
Mountains,25,,0,25
Mountain,25,,1,25
River,25,,0,25
Rocks,25,,0,25
Snow,25,,0,25
Trees,25,,1,25
Tree,25,,1,25
Winter,25,,0,25
Bushes,25,,0,25
Cabin,25,,0,25
Clouds,25,,0,25
Conifer,25,,0,25
Cumulus,25,,0,25
Deciduous,25,,1,25
Framed,25,,1,25
Grass,25,,0,25
Lake,25,,0,25
Mountains,25,,0,25
Mountain,25,,0,25
River,25,,1,25
Rocks,25,,0,25
Snow,25,,0,25
Trees,25,,1,25
Tree,25,,1,25
Winter,25,,0,25
Bushes,25,,0,25
Cabin,25,,0,25
Clouds,25,,0,25
Conifer,25,,1,25
Cumulus,25,,0,25
Deciduous,25,,0,25
Framed,25,,0,25
Grass,25,,0,25
Lake,25,,1,25
Mountains,25,,0,25
Mountain,25,,1,25
River,25,,0,25
Rocks,25,,0,25
Snow,25,,1,25
Trees,25,,1,25
Tree,25,,1,25
Winter,25,,1,25
Bushes,25,,0,25
Cabin,25,,0,25
Clouds,25,,0,25
Conifer,25,,0,25
Cumulus,25,,0,25
Deciduous,25,,1,25
Framed,25,,0,25
Grass,25,,0,25
Lake,25,,1,25
Mountains,25,,0,25
Mountain,25,,0,25
River,25,,1,25
Rocks,25,,0,25
Snow,25,,0,25
Trees,25,,1,25
Tree,25,,1,25
Winter,25,,0,25
Bushes,25,,1,25
Cabin,25,,0,25
Clouds,25,,1,25
Conifer,25,,1,25
Cumulus,25,,0,25
Deciduous,25,,0,25
Framed,25,,0,25
Grass,25,,0,25
Lake,25,,1,25
Mountains,25,,1,25
Mountain,25,,1,25
River,25,,0,25
Rocks,25,,0,25
Snow,25,,0,25
Trees,25,,1,25
Tree,25,,1,25
Winter,25,,0,25
Bushes,25,,1,25
Cabin,25,,0,25
Clouds,25,,0,25
Conifer,25,,1,25
Cumulus,25,,0,25
Deciduous,25,,0,25
Framed,25,,0,25
Grass,25,,0,25
Lake,25,,0,25
Mountains,25,,0,25
Mountain,25,,0,25
River,25,,0,25
Rocks,25,,1,25
Snow,25,,0,25
Trees,25,,1,25
Tree,25,,1,25
Winter,25,,0,25
Bushes,25,,0,25
Cabin,25,,0,25
Clouds,25,,0,25
Conifer,25,,0,25
Cumulus,25,,0,25
Deciduous,25,,1,25
Framed,25,,0,25
Grass,25,,0,25
Lake,25,,1,25
Mountains,25,,0,25
Mountain,25,,0,25
River,25,,0,25
Rocks,25,,0,25
Snow,25,,0,25
Trees,25,,1,25
Tree,25,,1,25
Winter,25,,0,25
Bushes,25,,0,25
Cabin,25,,0,25
Clouds,25,,0,25
Conifer,25,,0,25
Cumulus,25,,0,25
Deciduous,25,,1,25
Framed,25,,0,25
Grass,25,,0,25
Lake,25,,1,25
Mountains,25,,0,25
Mountain,25,,0,25
River,25,,0,25
Rocks,25,,0,25
Snow,25,,0,25
Trees,25,,0,25
Tree,25,,1,25
Winter,25,,0,25
Bushes,25,,0,25
Cabin,25,,0,25
Clouds,25,,1,25
Conifer,25,,1,25
Cumulus,25,,1,25
Deciduous,25,,1,25
Framed,25,,0,25
Grass,25,,1,25
Lake,25,,0,25
Mountains,25,,0,25
Mountain,25,,0,25
River,25,,1,25
Rocks,25,,1,25
Snow,25,,0,25
Trees,25,,1,25
Tree,25,,1,25
Winter,25,,0,25
Bushes,25,,0,25
Cabin,25,,0,25
Clouds,25,,1,25
Conifer,25,,0,25
Cumulus,25,,0,25
Deciduous,25,,0,25
Framed,25,,1,25
Grass,25,,0,25
Lake,25,,0,25
Mountains,25,,0,25
Mountain,25,,0,25
River,25,,0,25
Rocks,25,,0,25
Snow,25,,0,25
Trees,25,,0,25
Tree,25,,0,25
Winter,25,,0,25
Bushes,25,,0,25
Cabin,25,,1,25
Clouds,25,,0,25
Conifer,25,,1,25
Cumulus,25,,0,25
Deciduous,25,,0,25
Framed,25,,0,25
Grass,25,,0,25
Lake,25,,1,25
Mountains,25,,0,25
Mountain,25,,0,25
River,25,,0,25
Rocks,25,,0,25
Snow,25,,0,25
Trees,25,,1,25
Tree,25,,1,25
Winter,25,,0,25
Bushes,25,,0,25
Cabin,25,,0,25
Clouds,25,,1,25
Conifer,25,,0,25
Cumulus,25,,0,25
Deciduous,25,,0,25
Framed,25,,0,25
Grass,25,,0,25
Lake,25,,0,25
Mountains,25,,0,25
Mountain,25,,1,25
River,25,,0,25
Rocks,25,,0,25
Snow,25,,0,25
Trees,25,,0,25
Tree,25,,0,25
Winter,25,,0,25
Bushes,25,,1,25
Cabin,25,,0,25
Clouds,25,,0,25
Conifer,25,,0,25
Cumulus,25,,0,25
Deciduous,25,,1,25
Framed,25,,0,25
Grass,25,,0,25
Lake,25,,0,25
Mountains,25,,0,25
Mountain,25,,0,25
River,25,,0,25
Rocks,25,,0,25
Snow,25,,1,25
Trees,25,,0,25
Tree,25,,1,25
Winter,25,,1,25
Bushes,26,,1,26
Cabin,26,,0,26
Clouds,26,,0,26
Conifer,26,,1,26
Cumulus,26,,0,26
Deciduous,26,,0,26
Framed,26,,0,26
Grass,26,,1,26
Lake,26,,0,26
Mountains,26,,0,26
Mountain,26,,0,26
River,26,,1,26
Rocks,26,,0,26
Snow,26,,0,26
Trees,26,,1,26
Tree,26,,1,26
Winter,26,,0,26
Bushes,26,,0,26
Cabin,26,,1,26
Clouds,26,,0,26
Conifer,26,,0,26
Cumulus,26,,0,26
Deciduous,26,,1,26
Framed,26,,0,26
Grass,26,,1,26
Lake,26,,0,26
Mountains,26,,0,26
Mountain,26,,0,26
River,26,,0,26
Rocks,26,,0,26
Snow,26,,0,26
Trees,26,,1,26
Tree,26,,1,26
Winter,26,,0,26
Bushes,26,,0,26
Cabin,26,,0,26
Clouds,26,,1,26
Conifer,26,,1,26
Cumulus,26,,0,26
Deciduous,26,,0,26
Framed,26,,0,26
Grass,26,,1,26
Lake,26,,0,26
Mountains,26,,0,26
Mountain,26,,1,26
River,26,,0,26
Rocks,26,,0,26
Snow,26,,1,26
Trees,26,,1,26
Tree,26,,1,26
Winter,26,,1,26
Bushes,26,,1,26
Cabin,26,,0,26
Clouds,26,,0,26
Conifer,26,,0,26
Cumulus,26,,0,26
Deciduous,26,,1,26
Framed,26,,0,26
Grass,26,,1,26
Lake,26,,1,26
Mountains,26,,0,26
Mountain,26,,1,26
River,26,,0,26
Rocks,26,,0,26
Snow,26,,0,26
Trees,26,,1,26
Tree,26,,1,26
Winter,26,,0,26
Bushes,26,,1,26
Cabin,26,,0,26
Clouds,26,,0,26
Conifer,26,,1,26
Cumulus,26,,0,26
Deciduous,26,,1,26
Framed,26,,0,26
Grass,26,,1,26
Lake,26,,0,26
Mountains,26,,0,26
Mountain,26,,0,26
River,26,,1,26
Rocks,26,,0,26
Snow,26,,0,26
Trees,26,,1,26
Tree,26,,1,26
Winter,26,,0,26
Bushes,26,,0,26
Cabin,26,,1,26
Clouds,26,,1,26
Conifer,26,,1,26
Cumulus,26,,0,26
Deciduous,26,,0,26
Framed,26,,0,26
Grass,26,,0,26
Lake,26,,1,26
Mountains,26,,1,26
Mountain,26,,1,26
River,26,,0,26
Rocks,26,,0,26
Snow,26,,1,26
Trees,26,,1,26
Tree,26,,1,26
Winter,26,,1,26
Bushes,26,,0,26
Cabin,26,,0,26
Clouds,26,,0,26
Conifer,26,,0,26
Cumulus,26,,0,26
Deciduous,26,,1,26
Framed,26,,0,26
Grass,26,,0,26
Lake,26,,1,26
Mountains,26,,0,26
Mountain,26,,0,26
River,26,,0,26
Rocks,26,,0,26
Snow,26,,1,26
Trees,26,,1,26
Tree,26,,1,26
Winter,26,,1,26
Bushes,26,,0,26
Cabin,26,,0,26
Clouds,26,,0,26
Conifer,26,,1,26
Cumulus,26,,0,26
Deciduous,26,,1,26
Framed,26,,1,26
Grass,26,,1,26
Lake,26,,1,26
Mountains,26,,0,26
Mountain,26,,1,26
River,26,,0,26
Rocks,26,,0,26
Snow,26,,0,26
Trees,26,,1,26
Tree,26,,1,26
Winter,26,,0,26
Bushes,26,,0,26
Cabin,26,,0,26
Clouds,26,,0,26
Conifer,26,,0,26
Cumulus,26,,0,26
Deciduous,26,,1,26
Framed,26,,0,26
Grass,26,,0,26
Lake,26,,0,26
Mountains,26,,0,26
Mountain,26,,0,26
River,26,,1,26
Rocks,26,,1,26
Snow,26,,0,26
Trees,26,,1,26
Tree,26,,1,26
Winter,26,,0,26
Bushes,26,,0,26
Cabin,26,,0,26
Clouds,26,,0,26
Conifer,26,,0,26
Cumulus,26,,0,26
Deciduous,26,,0,26
Framed,26,,0,26
Grass,26,,0,26
Lake,26,,0,26
Mountains,26,,0,26
Mountain,26,,0,26
River,26,,0,26
Rocks,26,,0,26
Snow,26,,0,26
Trees,26,,0,26
Tree,26,,0,26
Winter,26,,0,26
Bushes,26,,0,26
Cabin,26,,0,26
Clouds,26,,1,26
Conifer,26,,0,26
Cumulus,26,,1,26
Deciduous,26,,0,26
Framed,26,,0,26
Grass,26,,0,26
Lake,26,,0,26
Mountains,26,,0,26
Mountain,26,,0,26
River,26,,0,26
Rocks,26,,1,26
Snow,26,,0,26
Trees,26,,0,26
Tree,26,,0,26
Winter,26,,0,26
Bushes,26,,0,26
Cabin,26,,0,26
Clouds,26,,1,26
Conifer,26,,1,26
Cumulus,26,,0,26
Deciduous,26,,0,26
Framed,26,,0,26
Grass,26,,0,26
Lake,26,,1,26
Mountains,26,,0,26
Mountain,26,,1,26
River,26,,0,26
Rocks,26,,0,26
Snow,26,,0,26
Trees,26,,1,26
Tree,26,,1,26
Winter,26,,0,26
Bushes,26,,0,26
Cabin,26,,0,26
Clouds,26,,0,26
Conifer,26,,1,26
Cumulus,26,,0,26
Deciduous,26,,0,26
Framed,26,,0,26
Grass,26,,0,26
Lake,26,,0,26
Mountains,26,,0,26
Mountain,26,,0,26
River,26,,1,26
Rocks,26,,0,26
Snow,26,,0,26
Trees,26,,1,26
Tree,26,,1,26
Winter,26,,0,26
Bushes,27,,0,27
Cabin,27,,0,27
Clouds,27,,0,27
Conifer,27,,1,27
Cumulus,27,,0,27
Deciduous,27,,1,27
Framed,27,,1,27
Grass,27,,0,27
Lake,27,,1,27
Mountains,27,,0,27
Mountain,27,,0,27
River,27,,0,27
Rocks,27,,0,27
Snow,27,,0,27
Trees,27,,1,27
Tree,27,,1,27
Winter,27,,0,27
Bushes,27,,0,27
Cabin,27,,0,27
Clouds,27,,0,27
Conifer,27,,1,27
Cumulus,27,,0,27
Deciduous,27,,0,27
Framed,27,,0,27
Grass,27,,0,27
Lake,27,,1,27
Mountains,27,,1,27
Mountain,27,,1,27
River,27,,0,27
Rocks,27,,1,27
Snow,27,,0,27
Trees,27,,1,27
Tree,27,,1,27
Winter,27,,0,27
Bushes,27,,0,27
Cabin,27,,0,27
Clouds,27,,0,27
Conifer,27,,0,27
Cumulus,27,,0,27
Deciduous,27,,1,27
Framed,27,,0,27
Grass,27,,0,27
Lake,27,,0,27
Mountains,27,,0,27
Mountain,27,,0,27
River,27,,0,27
Rocks,27,,0,27
Snow,27,,1,27
Trees,27,,1,27
Tree,27,,1,27
Winter,27,,1,27
Bushes,27,,1,27
Cabin,27,,0,27
Clouds,27,,1,27
Conifer,27,,1,27
Cumulus,27,,0,27
Deciduous,27,,0,27
Framed,27,,0,27
Grass,27,,1,27
Lake,27,,0,27
Mountains,27,,1,27
Mountain,27,,1,27
River,27,,1,27
Rocks,27,,1,27
Snow,27,,0,27
Trees,27,,1,27
Tree,27,,1,27
Winter,27,,0,27
Bushes,27,,0,27
Cabin,27,,0,27
Clouds,27,,0,27
Conifer,27,,1,27
Cumulus,27,,0,27
Deciduous,27,,0,27
Framed,27,,0,27
Grass,27,,0,27
Lake,27,,0,27
Mountains,27,,0,27
Mountain,27,,0,27
River,27,,0,27
Rocks,27,,0,27
Snow,27,,1,27
Trees,27,,1,27
Tree,27,,1,27
Winter,27,,1,27
Bushes,27,,0,27
Cabin,27,,1,27
Clouds,27,,0,27
Conifer,27,,1,27
Cumulus,27,,0,27
Deciduous,27,,1,27
Framed,27,,1,27
Grass,27,,0,27
Lake,27,,1,27
Mountains,27,,0,27
Mountain,27,,0,27
River,27,,0,27
Rocks,27,,0,27
Snow,27,,0,27
Trees,27,,1,27
Tree,27,,1,27
Winter,27,,0,27
Bushes,27,,0,27
Cabin,27,,1,27
Clouds,27,,1,27
Conifer,27,,1,27
Cumulus,27,,1,27
Deciduous,27,,0,27
Framed,27,,0,27
Grass,27,,0,27
Lake,27,,0,27
Mountains,27,,1,27
Mountain,27,,1,27
River,27,,0,27
Rocks,27,,0,27
Snow,27,,0,27
Trees,27,,1,27
Tree,27,,1,27
Winter,27,,0,27
Bushes,27,,0,27
Cabin,27,,1,27
Clouds,27,,0,27
Conifer,27,,1,27
Cumulus,27,,0,27
Deciduous,27,,1,27
Framed,27,,0,27
Grass,27,,0,27
Lake,27,,0,27
Mountains,27,,0,27
Mountain,27,,0,27
River,27,,0,27
Rocks,27,,0,27
Snow,27,,1,27
Trees,27,,1,27
Tree,27,,1,27
Winter,27,,1,27
Bushes,27,,0,27
Cabin,27,,0,27
Clouds,27,,1,27
Conifer,27,,0,27
Cumulus,27,,0,27
Deciduous,27,,0,27
Framed,27,,1,27
Grass,27,,0,27
Lake,27,,0,27
Mountains,27,,0,27
Mountain,27,,0,27
River,27,,0,27
Rocks,27,,1,27
Snow,27,,0,27
Trees,27,,0,27
Tree,27,,0,27
Winter,27,,0,27
Bushes,27,,1,27
Cabin,27,,0,27
Clouds,27,,0,27
Conifer,27,,0,27
Cumulus,27,,0,27
Deciduous,27,,1,27
Framed,27,,0,27
Grass,27,,1,27
Lake,27,,0,27
Mountains,27,,0,27
Mountain,27,,0,27
River,27,,1,27
Rocks,27,,0,27
Snow,27,,0,27
Trees,27,,1,27
Tree,27,,1,27
Winter,27,,0,27
Bushes,27,,0,27
Cabin,27,,1,27
Clouds,27,,0,27
Conifer,27,,1,27
Cumulus,27,,0,27
Deciduous,27,,1,27
Framed,27,,0,27
Grass,27,,0,27
Lake,27,,0,27
Mountains,27,,0,27
Mountain,27,,1,27
River,27,,0,27
Rocks,27,,0,27
Snow,27,,1,27
Trees,27,,1,27
Tree,27,,1,27
Winter,27,,1,27
Bushes,27,,0,27
Cabin,27,,0,27
Clouds,27,,0,27
Conifer,27,,0,27
Cumulus,27,,0,27
Deciduous,27,,1,27
Framed,27,,0,27
Grass,27,,1,27
Lake,27,,0,27
Mountains,27,,0,27
Mountain,27,,0,27
River,27,,1,27
Rocks,27,,0,27
Snow,27,,0,27
Trees,27,,1,27
Tree,27,,1,27
Winter,27,,0,27
Bushes,27,,0,27
Cabin,27,,0,27
Clouds,27,,0,27
Conifer,27,,1,27
Cumulus,27,,0,27
Deciduous,27,,0,27
Framed,27,,0,27
Grass,27,,0,27
Lake,27,,1,27
Mountains,27,,0,27
Mountain,27,,0,27
River,27,,0,27
Rocks,27,,1,27
Snow,27,,0,27
Trees,27,,1,27
Tree,27,,1,27
Winter,27,,0,27
Bushes,28,,1,28
Cabin,28,,0,28
Clouds,28,,0,28
Conifer,28,,1,28
Cumulus,28,,0,28
Deciduous,28,,0,28
Framed,28,,0,28
Grass,28,,0,28
Lake,28,,1,28
Mountains,28,,1,28
Mountain,28,,1,28
River,28,,0,28
Rocks,28,,0,28
Snow,28,,0,28
Trees,28,,1,28
Tree,28,,1,28
Winter,28,,0,28
Bushes,28,,0,28
Cabin,28,,0,28
Clouds,28,,0,28
Conifer,28,,1,28
Cumulus,28,,0,28
Deciduous,28,,1,28
Framed,28,,0,28
Grass,28,,0,28
Lake,28,,0,28
Mountains,28,,0,28
Mountain,28,,0,28
River,28,,0,28
Rocks,28,,0,28
Snow,28,,1,28
Trees,28,,1,28
Tree,28,,1,28
Winter,28,,1,28
Bushes,28,,0,28
Cabin,28,,0,28
Clouds,28,,1,28
Conifer,28,,1,28
Cumulus,28,,0,28
Deciduous,28,,0,28
Framed,28,,0,28
Grass,28,,0,28
Lake,28,,0,28
Mountains,28,,0,28
Mountain,28,,1,28
River,28,,0,28
Rocks,28,,0,28
Snow,28,,0,28
Trees,28,,1,28
Tree,28,,1,28
Winter,28,,0,28
Bushes,28,,1,28
Cabin,28,,0,28
Clouds,28,,0,28
Conifer,28,,0,28
Cumulus,28,,0,28
Deciduous,28,,1,28
Framed,28,,0,28
Grass,28,,0,28
Lake,28,,0,28
Mountains,28,,0,28
Mountain,28,,0,28
River,28,,0,28
Rocks,28,,0,28
Snow,28,,0,28
Trees,28,,1,28
Tree,28,,1,28
Winter,28,,0,28
Bushes,28,,0,28
Cabin,28,,0,28
Clouds,28,,0,28
Conifer,28,,0,28
Cumulus,28,,0,28
Deciduous,28,,1,28
Framed,28,,0,28
Grass,28,,1,28
Lake,28,,0,28
Mountains,28,,0,28
Mountain,28,,0,28
River,28,,0,28
Rocks,28,,0,28
Snow,28,,0,28
Trees,28,,0,28
Tree,28,,1,28
Winter,28,,0,28
Bushes,28,,0,28
Cabin,28,,0,28
Clouds,28,,0,28
Conifer,28,,1,28
